CBE All Sheds — Assumed RFID Mapping
Counting DB date: 17/07/2026

Tag, shed, breed, type, gender, and kid/adult values come from the CBE Counting DB DB tab.

SUMMARY
Sheds with non-zero count: 63
Assumed RFID rows: 951
Kid: 463 | Adult: 488
Sheep: 365 | Goat: 586 | Unknown: 0
Male: 386 | Female: 565 | Unknown: 0

ASSUMED_RFID	TAG	SHED	TYPE	BREED	GENDER	KID_ADULT
CBE-ASSUMED-RFID-00611	Non-Pregnant	Mandela 2 - Part 2	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00612	Non-Pregnant	Mandela 2 - Part 2	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00613	Non-Pregnant	Mandela 2 - Part 2	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00614	Non-Pregnant	Mandela 2 - Part 3	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00615	Non-Pregnant	Mandela 2 - Part 3	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00616	Non-Pregnant	Mandela 2 - Part 3	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00617	Non-Pregnant	Mandela 2 - Part 3	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00618	Non-Pregnant	Mandela 2 - Part 3	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00619	Non-Pregnant	Mandela 2 - Part 3	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00620	Non-Pregnant	Mandela 2 - Part 3	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00621	Non-Pregnant	Mandela 2 - Part 3	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00622	Non-Pregnant	Mandela 2 - Part 3	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00623	Non-Pregnant	Mandela 2 - Part 3	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00624	Non-Pregnant	Mandela 2 - Part 4	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00625	Non-Pregnant	Mandela 2 - Part 4	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00626	Non-Pregnant	Mandela 2 - Part 4	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00627	Non-Pregnant	Mandela 2 - Part 4	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00628	Non-Pregnant	Mandela 2 - Part 4	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00629	Non-Pregnant	Mandela 2 - Part 4	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00630	Non-Pregnant	Mandela 2 - Part 4	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00631	Non-Pregnant	Mandela 2 - Part 4	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00632	Non-Pregnant	Mandela 2 - Part 4	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00633	Non-Pregnant	Mandela 2 - Part 4	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00634	Non-Pregnant	Mandela 2 - Part 5	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00635	Non-Pregnant	Mandela 2 - Part 5	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00636	Non-Pregnant	Mandela 2 - Part 5	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00637	Non-Pregnant	Mandela 2 - Part 5	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00638	Non-Pregnant	Mandela 2 - Part 5	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00639	Non-Pregnant	Mandela 2 - Part 5	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00640	Non-Pregnant	Mandela 2 - Part 5	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00641	Non-Pregnant	Mandela 2 - Part 5	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00642	Non-Pregnant	Mandela 2 - Part 5	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00643	Non-Pregnant	Mandela 2 - Part 5	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00644	Non-Pregnant	Mandela 2 - Part 6	Goat	Sojat	Female	Adult
CBE-ASSUMED-RFID-00645	Non-Pregnant	Mandela 2 - Part 6	Goat	Sojat	Female	Adult
CBE-ASSUMED-RFID-00646	Non-Pregnant	Mandela 2 - Part 6	Goat	Sojat	Female	Adult
CBE-ASSUMED-RFID-00647	Non-Pregnant	Mandela 2 - Part 6	Goat	Sojat	Female	Adult
CBE-ASSUMED-RFID-00648	Non-Pregnant	Mandela 2 - Part 6	Goat	Sojat	Female	Adult
CBE-ASSUMED-RFID-00649	Non-Pregnant	Mandela 2 - Part 6	Goat	Sojat	Female	Adult
CBE-ASSUMED-RFID-00650	Non-Pregnant	Mandela 2 - Part 6	Goat	Sojat	Female	Adult
CBE-ASSUMED-RFID-00651	Non-Pregnant	Mandela 2 - Part 6	Goat	Sojat	Female	Adult
CBE-ASSUMED-RFID-00652	Non-Pregnant	Mandela 2 - Part 6	Goat	Sojat	Female	Adult
CBE-ASSUMED-RFID-00653	Non-Pregnant	Mandela 2 - Part 6	Goat	Sojat	Female	Adult
CBE-ASSUMED-RFID-00654	Non-Pregnant	Mandela 2 - Part 7	Goat	Sojat	Female	Adult
CBE-ASSUMED-RFID-00655	Non-Pregnant	Mandela 2 - Part 7	Goat	Sojat	Female	Adult
CBE-ASSUMED-RFID-00656	Non-Pregnant	Mandela 2 - Part 7	Goat	Sojat	Female	Adult
CBE-ASSUMED-RFID-00657	Non-Pregnant	Mandela 2 - Part 7	Goat	Sojat	Female	Adult
CBE-ASSUMED-RFID-00658	Non-Pregnant	Mandela 2 - Part 7	Goat	Sojat	Female	Adult
CBE-ASSUMED-RFID-00659	Non-Pregnant	Mandela 2 - Part 7	Goat	Sojat	Female	Adult
CBE-ASSUMED-RFID-00660	Non-Pregnant	Mandela 2 - Part 7	Goat	Sojat	Female	Adult
CBE-ASSUMED-RFID-00661	Non-Pregnant	Mandela 2 - Part 7	Goat	Sojat	Female	Adult
CBE-ASSUMED-RFID-00662	Non-Pregnant	Mandela 2 - Part 7	Goat	Sojat	Female	Adult
CBE-ASSUMED-RFID-00663	Non-Pregnant	Mandela 2 - Part 7	Goat	Sojat	Female	Adult
CBE-ASSUMED-RFID-00664	Non-Pregnant	Mandela 2 - Part 8	Goat	Sojat	Female	Adult
CBE-ASSUMED-RFID-00665	Non-Pregnant	Mandela 2 - Part 8	Goat	Sojat	Female	Adult
CBE-ASSUMED-RFID-00666	Non-Pregnant	Mandela 2 - Part 8	Goat	Sojat	Female	Adult
CBE-ASSUMED-RFID-00667	Non-Pregnant	Mandela 2 - Part 8	Goat	Sojat	Female	Adult
CBE-ASSUMED-RFID-00668	Non-Pregnant	Mandela 2 - Part 8	Goat	Sojat	Female	Adult
CBE-ASSUMED-RFID-00669	Non-Pregnant	Mandela 2 - Part 8	Goat	Sojat	Female	Adult
CBE-ASSUMED-RFID-00670	Non-Pregnant	Mandela 2 - Part 8	Goat	Sojat	Female	Adult
CBE-ASSUMED-RFID-00671	Non-Pregnant	Mandela 2 - Part 8	Goat	Sojat	Female	Adult
CBE-ASSUMED-RFID-00672	Non-Pregnant	Mandela 2 - Part 8	Goat	Sojat	Female	Adult
CBE-ASSUMED-RFID-00673	Non-Pregnant	Mandela 2 - Part 8	Goat	Sojat	Female	Adult
CBE-ASSUMED-RFID-00674	Non-Pregnant	Sumathi 1 - Part 1	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00675	Non-Pregnant	Sumathi 1 - Part 1	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00676	Non-Pregnant	Sumathi 1 - Part 1	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00677	Non-Pregnant	Sumathi 1 - Part 1	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00678	Non-Pregnant	Sumathi 1 - Part 1	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00679	Non-Pregnant	Sumathi 1 - Part 1	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00680	Non-Pregnant	Sumathi 1 - Part 2	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00681	Non-Pregnant	Sumathi 1 - Part 2	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00682	Non-Pregnant	Sumathi 1 - Part 2	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00683	Non-Pregnant	Sumathi 1 - Part 2	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00684	Non-Pregnant	Sumathi 1 - Part 2	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00685	Non-Pregnant	Sumathi 1 - Part 2	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00686	Non-Pregnant	Sumathi 1 - Part 2	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00687	Non-Pregnant	Sumathi 1 - Part 2	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00688	Non-Pregnant	Sumathi 1 - Part 2	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00689	Non-Pregnant	Sumathi 1 - Part 2	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00690	Non-Pregnant	Sumathi 1 - Part 3	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00691	Non-Pregnant	Sumathi 1 - Part 3	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00692	Non-Pregnant	Sumathi 1 - Part 3	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00693	Non-Pregnant	Sumathi 1 - Part 3	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00694	Non-Pregnant	Sumathi 1 - Part 3	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00695	Non-Pregnant	Sumathi 1 - Part 3	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00696	Non-Pregnant	Sumathi 1 - Part 3	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00697	Non-Pregnant	Sumathi 1 - Part 3	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00698	Non-Pregnant	Sumathi 1 - Part 3	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00699	Non-Pregnant	Sumathi 1 - Part 3	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00700	Non-Pregnant	Sumathi 1 - Part 4	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00701	Non-Pregnant	Sumathi 1 - Part 4	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00702	Non-Pregnant	Sumathi 1 - Part 4	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00703	Non-Pregnant	Sumathi 1 - Part 4	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00704	Non-Pregnant	Sumathi 1 - Part 4	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00705	Non-Pregnant	Sumathi 1 - Part 4	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00706	Non-Pregnant	Sumathi 1 - Part 4	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00707	Non-Pregnant	Sumathi 1 - Part 4	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00708	Non-Pregnant	Sumathi 1 - Part 4	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00709	Non-Pregnant	Sumathi 1 - Part 4	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00710	Non-Pregnant	Sumathi 1 - Part 5	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00711	Non-Pregnant	Sumathi 1 - Part 5	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00712	Non-Pregnant	Sumathi 1 - Part 5	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00713	Non-Pregnant	Sumathi 1 - Part 5	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00714	Non-Pregnant	Sumathi 1 - Part 5	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00715	Non-Pregnant	Sumathi 1 - Part 5	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00716	Non-Pregnant	Sumathi 1 - Part 5	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00717	Non-Pregnant	Sumathi 1 - Part 5	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00718	Non-Pregnant	Sumathi 1 - Part 5	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00719	Non-Pregnant	Sumathi 1 - Part 5	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00720	Non-Pregnant	Sumathi 1 - Part 6	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00721	Non-Pregnant	Sumathi 1 - Part 6	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00722	Non-Pregnant	Sumathi 1 - Part 6	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00723	Non-Pregnant	Sumathi 1 - Part 6	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00724	Non-Pregnant	Sumathi 1 - Part 6	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00725	Non-Pregnant	Sumathi 1 - Part 6	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00726	Non-Pregnant	Sumathi 1 - Part 6	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00727	Non-Pregnant	Sumathi 1 - Part 6	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00728	Non-Pregnant	Sumathi 1 - Part 6	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00729	Non-Pregnant	Sumathi 1 - Part 6	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00730	Non-Pregnant	Sumathi 1 - Part 7	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00731	Non-Pregnant	Sumathi 1 - Part 7	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00732	Non-Pregnant	Sumathi 1 - Part 7	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00733	Non-Pregnant	Sumathi 1 - Part 7	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00734	Non-Pregnant	Sumathi 1 - Part 7	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00735	Non-Pregnant	Sumathi 1 - Part 7	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00736	Non-Pregnant	Sumathi 1 - Part 7	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00737	Non-Pregnant	Sumathi 1 - Part 7	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00738	Non-Pregnant	Sumathi 1 - Part 7	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00739	Non-Pregnant	Sumathi 1 - Part 7	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00740	Non-Pregnant	Sumathi 1 - Part 8	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00741	Non-Pregnant	Sumathi 1 - Part 8	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00742	Non-Pregnant	Sumathi 1 - Part 8	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00743	Non-Pregnant	Sumathi 1 - Part 8	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00744	Non-Pregnant	Sumathi 1 - Part 8	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00745	Non-Pregnant	Sumathi 1 - Part 8	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00746	Non-Pregnant	Sumathi 1 - Part 8	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00747	Non-Pregnant	Sumathi 1 - Part 8	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00748	Non-Pregnant	Sumathi 1 - Part 8	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00749	Non-Pregnant	Sumathi 1 - Part 8	Goat	Beetal	Female	Adult
CBE-ASSUMED-RFID-00750	Non-Pregnant	Sumathi 2 - Part 1	Goat	Sirohi	Female	Adult
CBE-ASSUMED-RFID-00751	Non-Pregnant	Sumathi 2 - Part 1	Goat	Sirohi	Female	Adult
CBE-ASSUMED-RFID-00752	Non-Pregnant	Sumathi 2 - Part 1	Goat	Sirohi	Female	Adult
CBE-ASSUMED-RFID-00753	Non-Pregnant	Sumathi 2 - Part 1	Goat	Sirohi	Female	Adult
CBE-ASSUMED-RFID-00754	Non-Pregnant	Sumathi 2 - Part 1	Goat	Sirohi	Female	Adult
CBE-ASSUMED-RFID-00755	Non-Pregnant	Sumathi 2 - Part 1	Goat	Sirohi	Female	Adult
CBE-ASSUMED-RFID-00756	Non-Pregnant	Sumathi 2 - Part 1	Goat	Sirohi	Female	Adult
CBE-ASSUMED-RFID-00757	Non-Pregnant	Sumathi 2 - Part 1	Goat	Sirohi	Female	Adult
CBE-ASSUMED-RFID-00758	Non-Pregnant	Sumathi 2 - Part 1	Goat	Sirohi	Female	Adult
CBE-ASSUMED-RFID-00759	Non-Pregnant	Sumathi 2 - Part 1	Goat	Sirohi	Female	Adult
CBE-ASSUMED-RFID-00760	Non-Pregnant	Sumathi 2 - Part 2	Goat	Sirohi	Female	Adult
CBE-ASSUMED-RFID-00761	Non-Pregnant	Sumathi 2 - Part 2	Goat	Sirohi	Female	Adult
CBE-ASSUMED-RFID-00762	Non-Pregnant	Sumathi 2 - Part 2	Goat	Sirohi	Female	Adult
CBE-ASSUMED-RFID-00763	Non-Pregnant	Sumathi 2 - Part 2	Goat	Sirohi	Female	Adult
CBE-ASSUMED-RFID-00764	Non-Pregnant	Sumathi 2 - Part 2	Goat	Sirohi	Female	Adult
CBE-ASSUMED-RFID-00765	Non-Pregnant	Sumathi 2 - Part 2	Goat	Sirohi	Female	Adult
CBE-ASSUMED-RFID-00766	Non-Pregnant	Sumathi 2 - Part 2	Goat	Sirohi	Female	Adult
CBE-ASSUMED-RFID-00767	Non-Pregnant	Sumathi 2 - Part 2	Goat	Sirohi	Female	Adult
CBE-ASSUMED-RFID-00768	Non-Pregnant	Sumathi 2 - Part 2	Goat	Sirohi	Female	Adult
CBE-ASSUMED-RFID-00769	Non-Pregnant	Sumathi 2 - Part 2	Goat	Sirohi	Female	Adult
CBE-ASSUMED-RFID-00770	Non-Pregnant	Sumathi 2 - Part 3	Goat	Sirohi	Female	Adult
CBE-ASSUMED-RFID-00771	Non-Pregnant	Sumathi 2 - Part 3	Goat	Sirohi	Female	Adult
CBE-ASSUMED-RFID-00772	Non-Pregnant	Sumathi 2 - Part 3	Goat	Sirohi	Female	Adult
CBE-ASSUMED-RFID-00773	Non-Pregnant	Sumathi 2 - Part 3	Goat	Sirohi	Female	Adult
CBE-ASSUMED-RFID-00774	Non-Pregnant	Sumathi 2 - Part 3	Goat	Sirohi	Female	Adult
CBE-ASSUMED-RFID-00775	Non-Pregnant	Sumathi 2 - Part 3	Goat	Sirohi	Female	Adult
CBE-ASSUMED-RFID-00776	Non-Pregnant	Sumathi 2 - Part 3	Goat	Sirohi	Female	Adult
CBE-ASSUMED-RFID-00777	Non-Pregnant	Sumathi 2 - Part 3	Goat	Sirohi	Female	Adult
CBE-ASSUMED-RFID-00778	Non-Pregnant	Sumathi 2 - Part 3	Goat	Sirohi	Female	Adult
CBE-ASSUMED-RFID-00779	Non-Pregnant	Sumathi 2 - Part 3	Goat	Sirohi	Female	Adult
CBE-ASSUMED-RFID-00780	Non-Pregnant	Sumathi 2 - Part 3	Goat	Sirohi	Female	Adult
CBE-ASSUMED-RFID-00781	Non-Pregnant	Sumathi 2 - Part 4	Goat	Sojat	Female	Adult
CBE-ASSUMED-RFID-00782	Non-Pregnant	Sumathi 2 - Part 4	Goat	Sojat	Female	Adult
CBE-ASSUMED-RFID-00783	Non-Pregnant	Sumathi 2 - Part 4	Goat	Sojat	Female	Adult
CBE-ASSUMED-RFID-00784	Non-Pregnant	Sumathi 2 - Part 4	Goat	Sojat	Female	Adult
CBE-ASSUMED-RFID-00785	Non-Pregnant	Sumathi 2 - Part 4	Goat	Sojat	Female	Adult
CBE-ASSUMED-RFID-00786	Non-Pregnant	Sumathi 2 - Part 4	Goat	Sojat	Female	Adult
CBE-ASSUMED-RFID-00787	Non-Pregnant	Sumathi 2 - Part 4	Goat	Sojat	Female	Adult
CBE-ASSUMED-RFID-00788	Non-Pregnant	Sumathi 2 - Part 4	Goat	Sojat	Female	Adult
CBE-ASSUMED-RFID-00789	Non-Pregnant	Sumathi 2 - Part 5	Goat	Sojat	Female	Adult
CBE-ASSUMED-RFID-00790	Non-Pregnant	Sumathi 2 - Part 5	Goat	Sojat	Female	Adult
CBE-ASSUMED-RFID-00791	Non-Pregnant	Sumathi 2 - Part 5	Goat	Sojat	Female	Adult
CBE-ASSUMED-RFID-00792	Non-Pregnant	Sumathi 2 - Part 5	Goat	Sojat	Female	Adult
CBE-ASSUMED-RFID-00793	Non-Pregnant	Sumathi 2 - Part 5	Goat	Sojat	Female	Adult
CBE-ASSUMED-RFID-00794	Non-Pregnant	Sumathi 2 - Part 5	Goat	Sojat	Female	Adult
CBE-ASSUMED-RFID-00795	Non-Pregnant	Sumathi 2 - Part 5	Goat	Sojat	Female	Adult
CBE-ASSUMED-RFID-00796	Non-Pregnant	Sumathi 2 - Part 5	Goat	Sojat	Female	Adult
CBE-ASSUMED-RFID-00797	Non-Pregnant	Sumathi 2 - Part 5	Goat	Sojat	Female	Adult
CBE-ASSUMED-RFID-00798	Non-Pregnant	Sumathi 2 - Part 5	Goat	Sojat	Female	Adult
CBE-ASSUMED-RFID-00799	Non-Pregnant	Sumathi 2 - Part 6	Goat	Sojat	Female	Adult
CBE-ASSUMED-RFID-00800	Non-Pregnant	Sumathi 2 - Part 6	Goat	Sojat	Female	Adult
CBE-ASSUMED-RFID-00801	Non-Pregnant	Sumathi 2 - Part 6	Goat	Sojat	Female	Adult
CBE-ASSUMED-RFID-00802	Non-Pregnant	Sumathi 2 - Part 6	Goat	Sojat	Female	Adult
CBE-ASSUMED-RFID-00803	Non-Pregnant	Sumathi 2 - Part 6	Goat	Sojat	Female	Adult
CBE-ASSUMED-RFID-00804	Non-Pregnant	Sumathi 2 - Part 6	Goat	Sojat	Female	Adult
CBE-ASSUMED-RFID-00805	Non-Pregnant	Sumathi 2 - Part 6	Goat	Sojat	Female	Adult
CBE-ASSUMED-RFID-00806	Non-Pregnant	Sumathi 2 - Part 6	Goat	Sojat	Female	Adult
CBE-ASSUMED-RFID-00807	Non-Pregnant	Sumathi 2 - Part 6	Goat	Sojat	Female	Adult
CBE-ASSUMED-RFID-00808	Non-Pregnant	Sumathi 2 - Part 6	Goat	Sojat	Female	Adult
CBE-ASSUMED-RFID-00809	Non-Pregnant	Sumathi 2 - Part 7	Sheep	Anantapur Sheep	Female	Adult
CBE-ASSUMED-RFID-00810	Non-Pregnant	Sumathi 2 - Part 7	Sheep	Anantapur Sheep	Female	Adult
CBE-ASSUMED-RFID-00811	Non-Pregnant	Sumathi 2 - Part 7	Sheep	Anantapur Sheep	Female	Adult
CBE-ASSUMED-RFID-00812	Non-Pregnant	Sumathi 2 - Part 7	Sheep	Anantapur Sheep	Female	Adult
CBE-ASSUMED-RFID-00813	Non-Pregnant	Sumathi 2 - Part 7	Sheep	Anantapur Sheep	Female	Adult
CBE-ASSUMED-RFID-00814	Non-Pregnant	Sumathi 2 - Part 7	Sheep	Anantapur Sheep	Female	Adult
CBE-ASSUMED-RFID-00815	Non-Pregnant	Sumathi 2 - Part 7	Sheep	Anantapur Sheep	Female	Adult
CBE-ASSUMED-RFID-00816	Non-Pregnant	Sumathi 2 - Part 7	Sheep	Anantapur Sheep	Female	Adult
CBE-ASSUMED-RFID-00817	Non-Pregnant	Sumathi 2 - Part 7	Sheep	Anantapur Sheep	Female	Adult
CBE-ASSUMED-RFID-00818	Non-Pregnant	Sumathi 2 - Part 7	Sheep	Anantapur Sheep	Female	Adult
CBE-ASSUMED-RFID-00819	Non-Pregnant	Sumathi 2 - Part 8	Sheep	Anantapur Sheep	Female	Adult
CBE-ASSUMED-RFID-00820	Non-Pregnant	Sumathi 2 - Part 8	Sheep	Anantapur Sheep	Female	Adult
CBE-ASSUMED-RFID-00821	Non-Pregnant	Sumathi 2 - Part 8	Sheep	Anantapur Sheep	Female	Adult
CBE-ASSUMED-RFID-00822	Non-Pregnant	Sumathi 2 - Part 8	Sheep	Anantapur Sheep	Female	Adult
CBE-ASSUMED-RFID-00823	Non-Pregnant	Sumathi 2 - Part 8	Sheep	Anantapur Sheep	Female	Adult
CBE-ASSUMED-RFID-00824	Non-Pregnant	Sumathi 2 - Part 8	Sheep	Anantapur Sheep	Female	Adult
CBE-ASSUMED-RFID-00825	Non-Pregnant	Sumathi 2 - Part 8	Sheep	Anantapur Sheep	Female	Adult
CBE-ASSUMED-RFID-00826	Non-Pregnant	Sumathi 2 - Part 8	Sheep	Anantapur Sheep	Female	Adult
CBE-ASSUMED-RFID-00827	Non-Pregnant	Sumathi 2 - Part 8	Sheep	Anantapur Sheep	Female	Adult
CBE-ASSUMED-RFID-00828	Non-Pregnant	Sumathi 2 - Part 8	Sheep	Anantapur Sheep	Female	Adult
CBE-ASSUMED-RFID-00829	F2-Male	Yashoda 1	Goat	Osmanabadi	Male	Kid
CBE-ASSUMED-RFID-00830	F2-Male	Yashoda 1	Goat	Osmanabadi	Male	Kid
CBE-ASSUMED-RFID-00831	F2-Male	Yashoda 1	Goat	Osmanabadi	Male	Kid
CBE-ASSUMED-RFID-00832	F2-Male	Yashoda 1	Goat	Osmanabadi	Male	Kid
CBE-ASSUMED-RFID-00833	F2-Male	Yashoda 1	Goat	Osmanabadi	Male	Kid
CBE-ASSUMED-RFID-00834	ICU-Kid	Yashoda 10	Sheep	Anantapur Sheep	Male	Kid
CBE-ASSUMED-RFID-00835	ICU-Kid	Yashoda 10	Sheep	Anantapur Sheep	Male	Kid
CBE-ASSUMED-RFID-00836	ICU-Kid	Yashoda 10	Sheep	Anantapur Sheep	Male	Kid
CBE-ASSUMED-RFID-00837	ICU-Kid	Yashoda 10	Sheep	Anantapur Sheep	Male	Kid
CBE-ASSUMED-RFID-00838	ICU-Kid	Yashoda 10	Sheep	Anantapur Sheep	Male	Kid
CBE-ASSUMED-RFID-00839	ICU-Kid	Yashoda 10	Sheep	Anantapur Sheep	Male	Kid
CBE-ASSUMED-RFID-00840	ICU-Kid	Yashoda 10	Sheep	Anantapur Sheep	Male	Kid
CBE-ASSUMED-RFID-00841	ICU-Kid	Yashoda 10	Sheep	Anantapur Sheep	Male	Kid
CBE-ASSUMED-RFID-00842	ICU-Kid	Yashoda 10	Sheep	Anantapur Sheep	Male	Kid
CBE-ASSUMED-RFID-00843	ICU-Kid	Yashoda 10	Sheep	Anantapur Sheep	Male	Kid
CBE-ASSUMED-RFID-00844	ICU-Kid	Yashoda 10	Sheep	Anantapur Sheep	Male	Kid
CBE-ASSUMED-RFID-00845	ICU-Kid	Yashoda 10	Sheep	Anantapur Sheep	Male	Kid
CBE-ASSUMED-RFID-00846	ICU-Kid	Yashoda 10	Sheep	Anantapur Sheep	Male	Kid
CBE-ASSUMED-RFID-00847	ICU-Kid	Yashoda 10	Sheep	Anantapur Sheep	Male	Kid
CBE-ASSUMED-RFID-00848	ICU-Kid	Yashoda 10	Sheep	Anantapur Sheep	Male	Kid
CBE-ASSUMED-RFID-00849	ICU-Kid	Yashoda 10	Sheep	Anantapur Sheep	Male	Kid
CBE-ASSUMED-RFID-00850	ICU-Kid	Yashoda 10	Sheep	Anantapur Sheep	Male	Kid
CBE-ASSUMED-RFID-00851	ICU-Kid	Yashoda 10	Sheep	Anantapur Sheep	Male	Kid
